VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,congestion_surcharge
2,01/01/2021 01:18:10 AM,01/01/2021 01:23:00 AM,3,1.06,1,N,137,229,2,5.5,0.5,0.5,0,0,0.3,9.3,2.5
1,01/01/2021 01:04:26 AM,01/01/2021 01:25:22 AM,1,5,1,N,255,90,1,18,2.5,0.5,4.25,0,0.3,25.55,2.5
2,01/01/2021 01:36:47 AM,01/01/2021 01:42:48 AM,1,2.18,1,N,65,148,1,8.5,0.5,0.5,2.46,0,0.3,14.76,2.5
2,01/01/2021 01:29:23 AM,01/01/2021 01:39:20 AM,1,2,1,N,170,50,1,9,0.5,0.5,2.56,0,0.3,15.36,2.5
2,01/01/2021 12:06:32 AM,01/01/2021 12:17:45 AM,2,4.81,1,N,239,244,2,15.5,0.5,0.5,0,0,0.3,19.3,2.5
2,01/01/2021 01:10:28 AM,01/01/2021 01:15:59 AM,1,1.32,1,N,230,142,1,6.5,0.5,0.5,2.06,0,0.3,12.36,2.5
2,01/01/2021 02:49:00 AM,01/01/2021 02:55:17 AM,1,2.16,1,N,232,255,2,8.5,0.5,0.5,0,0,0.3,12.3,2.5
1,01/01/2021 01:44:39 AM,01/01/2021 01:46:22 AM,1,0.5,1,Y,170,170,1,4,3,0.5,0,0,0.3,7.8,2.5
1,01/01/2021 12:16:27 AM,01/01/2021 12:25:36 AM,0,2.2,1,N,249,137,3,9,3,0.5,0,0,0.3,12.8,2.5
1,01/01/2021 01:00:38 AM,01/01/2021 01:02:57 AM,1,0.6,1,N,68,90,2,4,3,0.5,0,0,0.3,7.8,2.5
2,01/01/2021 01:27:01 AM,01/01/2021 01:40:17 AM,1,4.36,1,N,211,43,1,14.5,0.5,0.5,5,0,0.3,23.3,2.5
2,01/01/2021 02:50:28 AM,01/01/2021 02:58:01 AM,1,1.96,1,N,41,168,2,8.5,0.5,0.5,0,0,0.3,9.8,0
1,01/01/2021 02:46:04 AM,01/01/2021 03:06:15 AM,1,4,1,N,48,79,1,16.5,3,0.5,2,0,0.3,22.3,2.5
2,01/01/2021 12:01:01 AM,01/01/2021 12:07:21 AM,3,1.48,1,N,43,41,2,7.5,0.5,0.5,0,0,0.3,11.3,2.5
2,01/01/2021 01:46:45 AM,01/01/2021 01:46:58 AM,4,0,5,N,186,186,1,15,0,0,0,0,0.3,17.8,2.5
2,01/01/2021 12:10:46 AM,01/01/2021 12:32:23 AM,1,6.5,1,N,137,61,2,21.5,0.5,0.5,0,0,0.3,25.3,2.5
2,01/01/2021 12:19:17 AM,01/01/2021 12:24:00 AM,1,0.66,1,N,234,164,1,5,0.5,0.5,1.76,0,0.3,10.56,2.5
2,01/01/2021 12:39:08 AM,01/01/2021 12:47:31 AM,1,2.19,1,N,48,43,1,9.5,0.5,0.5,2.66,0,0.3,15.96,2.5
1,01/01/2021 12:32:13 AM,01/01/2021 12:51:55 AM,1,5.2,1,N,170,189,2,19.5,3,0.5,0,0,0.3,23.3,2.5
2,01/01/2021 01:19:27 AM,01/01/2021 01:26:22 AM,1,1.7,1,N,236,163,2,8,0.5,0.5,0,0,0.3,11.8,2.5
2,01/01/2021 12:06:27 AM,01/01/2021 12:13:53 AM,1,3.7,1,N,132,219,1,12,0.5,0.5,2.66,0,0.3,15.96,0
2,01/01/2021 01:39:42 AM,01/01/2021 01:49:48 AM,1,1.35,1,N,232,4,2,8,0.5,0.5,0,0,0.3,11.8,2.5
1,01/01/2021 01:23:11 AM,01/01/2021 01:42:17 AM,2,4.7,1,N,166,229,2,17.5,3,0.5,0,0,0.3,21.3,2.5
2,01/01/2021 01:07:06 AM,01/01/2021 01:08:15 AM,1,0.17,1,N,112,112,2,3,0.5,0.5,0,0,0.3,4.3,0
2,01/01/2021 01:28:30 AM,01/01/2021 01:43:38 AM,1,2.94,1,N,68,79,1,13,0.5,0.5,1,0,0.3,17.8,2.5
2,01/01/2021 01:55:05 AM,01/01/2021 02:12:01 AM,1,6.42,1,N,239,13,1,20,0.5,0.5,4.76,0,0.3,28.56,2.5
2,01/01/2021 02:28:34 AM,01/01/2021 02:35:30 AM,1,2.28,1,N,161,249,1,8.5,0.5,0.5,0,0,0.3,12.3,2.5
2,01/01/2021 12:51:26 AM,01/01/2021 12:51:35 AM,2,0,5,N,178,123,1,45,0,0,9.06,0,0.3,54.36,0
1,01/01/2021 12:00:28 AM,01/01/2021 12:17:28 AM,1,4.1,1,N,95,157,2,16,0.5,0.5,0,0,0.3,17.3,0
2,01/01/2021 01:24:40 AM,01/01/2021 01:41:44 AM,2,5.39,1,N,137,202,1,17,0.5,0.5,5,0,0.3,25.8,2.5
2,01/01/2021 12:59:10 AM,01/01/2021 01:02:50 AM,1,0.96,1,N,151,238,2,-5.5,-0.5,-0.5,0,0,-0.3,-9.3,-2.5
2,01/01/2021 01:31:32 AM,01/01/2021 01:35:29 AM,3,1.06,1,N,263,75,2,5.5,0.5,0.5,0,0,0.3,9.3,2.5
1,01/01/2021 01:30:55 AM,01/01/2021 01:39:41 AM,1,2.2,1,N,143,68,1,9,3,0.5,2.55,0,0.3,15.35,2.5
2,01/01/2021 01:41:14 AM,01/01/2021 01:41:40 AM,5,0.14,1,N,162,162,2,2.5,0.5,0.5,0,0,0.3,6.3,2.5
2,01/01/2021 01:17:39 AM,01/01/2021 01:27:28 AM,2,3.26,1,N,113,256,2,12,0.5,0.5,0,0,0.3,15.8,2.5
2,01/01/2021 12:39:52 AM,01/01/2021 01:00:14 AM,1,5.86,1,N,50,7,2,19.5,0.5,0.5,0,0,0.3,23.3,2.5
1,01/01/2021 12:54:39 AM,01/01/2021 01:08:09 AM,2,3.5,1,N,238,90,1,13.5,3,0.5,3.45,0,0.3,20.75,2.5
2,01/01/2021 01:07:57 AM,01/01/2021 01:19:37 AM,2,2.27,1,N,142,236,1,10.5,0.5,0.5,1.72,0,0.3,16.02,2.5
1,01/01/2021 01:59:09 AM,01/01/2021 02:10:23 AM,2,5.6,1,N,170,80,1,17,3,0.5,0.02,6.12,0.3,26.94,2.5
2,01/01/2021 01:49:17 AM,01/01/2021 01:53:08 AM,2,1.18,1,N,137,79,1,5.5,0.5,0.5,1.86,0,0.3,11.16,2.5
2,01/01/2021 01:08:13 AM,01/01/2021 01:30:06 AM,6,5.92,1,N,226,249,2,21,0.5,0.5,0,0,0.3,24.8,2.5
1,01/01/2021 02:07:13 AM,01/01/2021 02:29:35 AM,0,5.2,1,N,143,232,1,20,3,0.5,4.75,0,0.3,28.55,2.5
1,01/01/2021 12:19:16 AM,01/01/2021 12:36:58 AM,1,6.9,1,N,161,13,1,22,3,0.5,0,0,0.3,25.8,2.5
1,01/01/2021 12:03:37 AM,01/01/2021 12:38:32 AM,1,0,1,N,74,61,1,45.08,0,0.5,0,6.12,0.3,52,0
1,01/01/2021 01:23:38 AM,01/01/2021 01:27:38 AM,1,1,1,N,264,229,1,5,3,0.5,1.75,0,0.3,10.55,2.5
2,01/01/2021 01:40:48 AM,01/01/2021 01:55:47 AM,1,3.02,1,N,239,152,2,13,0.5,0.5,0,0,0.3,16.8,2.5
1,01/01/2021 01:58:44 AM,01/01/2021 02:05:13 AM,3,1.6,1,N,68,224,1,7.5,3,0.5,2,0,0.3,13.3,2.5
2,01/01/2021 12:54:50 AM,01/01/2021 01:00:45 AM,1,1.69,1,N,48,249,2,7,0.5,0.5,0,0,0.3,10.8,2.5
1,01/01/2021 01:06:22 AM,01/01/2021 01:33:28 AM,2,7.2,1,N,161,95,2,25,3,0.5,0,0,0.3,28.8,2.5
2,01/01/2021 12:46:57 AM,01/01/2021 12:58:26 AM,1,2.36,1,N,100,249,2,10.5,0.5,0.5,0,0,0.3,14.3,2.5
2,01/01/2021 01:10:22 AM,01/01/2021 01:34:38 AM,1,11.79,1,N,237,28,2,34,0.5,0.5,0,0,0.3,37.8,2.5
2,01/01/2021 12:34:44 AM,01/01/2021 12:42:08 AM,1,1.17,1,N,48,90,2,7,0.5,0.5,0,0,0.3,10.8,2.5
2,01/01/2021 02:55:27 AM,01/01/2021 03:03:35 AM,1,1.36,1,N,164,246,1,7.5,0.5,0.5,1,0,0.3,12.3,2.5
2,01/01/2021 01:18:11 AM,01/01/2021 01:21:53 AM,1,0.97,1,N,141,262,1,5,0.5,0.5,1.76,0,0.3,10.56,2.5
2,01/01/2021 01:01:47 AM,01/01/2021 01:11:48 AM,1,2.61,1,N,164,231,1,10.5,0.5,0.5,4.29,0,0.3,18.59,2.5
2,01/01/2021 01:54:00 AM,01/01/2021 01:56:32 AM,1,0.6,1,N,161,170,1,4,0.5,0.5,3,0,0.3,10.8,2.5
2,01/01/2021 01:04:15 AM,01/01/2021 01:10:55 AM,1,1.55,1,N,100,142,1,7,0.5,0.5,1.5,0,0.3,12.3,2.5
2,01/01/2021 02:41:48 AM,01/01/2021 02:48:55 AM,1,2.34,1,N,237,100,2,9,0.5,0.5,0,0,0.3,12.8,2.5
1,01/01/2021 01:29:04 AM,01/01/2021 01:33:04 AM,1,1,1,Y,48,50,1,5.5,3,0.5,1.85,0,0.3,11.15,2.5
2,01/01/2021 01:46:37 AM,01/01/2021 02:00:40 AM,1,2.8,1,N,211,256,2,13,0.5,0.5,0,0,0.3,16.8,2.5
1,01/01/2021 02:20:23 AM,01/01/2021 02:32:47 AM,1,3.5,1,N,137,239,2,13,3,0.5,0,0,0.3,16.8,2.5
1,01/01/2021 02:48:33 AM,01/01/2021 02:53:20 AM,0,1.8,1,N,164,237,1,7,3,0.5,1.6,0,0.3,12.4,2.5
2,01/01/2021 02:37:55 AM,01/01/2021 02:44:27 AM,1,1.13,1,N,249,79,1,6.5,0.5,0.5,3,0,0.3,13.3,2.5
2,01/01/2021 01:29:10 AM,01/01/2021 01:33:20 AM,1,1.18,1,N,140,263,1,5.5,0.5,0.5,1.86,0,0.3,11.16,2.5
2,01/01/2021 01:20:11 AM,01/01/2021 01:31:02 AM,1,2.13,1,N,166,142,1,10,0.5,0.5,2.76,0,0.3,16.56,2.5
2,01/01/2021 01:01:17 AM,01/01/2021 01:14:59 AM,1,2.96,1,N,151,141,2,12.5,0.5,0.5,0,0,0.3,16.3,2.5
2,01/01/2021 12:43:14 AM,01/01/2021 12:45:54 AM,1,0.68,1,N,186,68,1,4,0.5,0.5,1.56,0,0.3,9.36,2.5
2,01/01/2021 12:46:05 AM,01/01/2021 01:00:04 AM,3,2.99,1,N,163,24,1,12.5,0.5,0.5,3.26,0,0.3,19.56,2.5
2,01/01/2021 12:37:01 AM,01/01/2021 12:46:41 AM,1,2.26,1,N,4,90,2,10,0.5,0.5,0,0,0.3,13.8,2.5
1,01/01/2021 12:14:06 AM,01/01/2021 12:15:41 AM,1,0.2,1,N,48,48,2,3,3,0.5,0,0,0.3,6.8,2.5
1,01/01/2021 12:25:30 AM,01/01/2021 12:35:34 AM,2,2.5,1,N,263,151,2,10,3,0.5,0,0,0.3,13.8,2.5
2,01/01/2021 12:04:21 AM,01/01/2021 12:07:58 AM,1,0.78,1,N,239,238,1,4.5,0.5,0.5,1.66,0,0.3,9.96,2.5
2,01/01/2021 12:10:50 AM,01/01/2021 12:15:36 AM,1,1.36,1,N,237,263,1,6,0.5,0.5,3.7,0,0.3,13.5,2.5
2,01/01/2021 12:27:21 AM,01/01/2021 12:45:22 AM,1,4.29,1,N,68,262,1,16,0.5,0.5,3.96,0,0.3,23.76,2.5
2,01/01/2021 12:11:34 AM,01/01/2021 12:31:16 AM,2,6.09,1,N,264,264,1,20,0.5,0.5,3.57,0,0.3,27.37,2.5
2,01/01/2021 12:04:58 AM,01/01/2021 12:15:54 AM,1,1.73,1,N,48,164,1,8.5,0.5,0.5,3.69,0,0.3,15.99,2.5
2,01/01/2021 01:05:04 AM,01/01/2021 01:23:59 AM,2,3.74,1,N,100,151,1,16,0.5,0.5,3.96,0,0.3,23.76,2.5
1,01/01/2021 01:33:35 AM,01/01/2021 01:47:03 AM,2,3,1,N,42,244,2,12,0.5,0.5,0,0,0.3,13.3,0
2,01/01/2021 12:12:07 AM,01/01/2021 12:15:39 AM,2,0.37,1,N,164,164,2,4,0.5,0.5,0,0,0.3,7.8,2.5
2,01/01/2021 12:32:33 AM,01/01/2021 12:44:17 AM,1,2.41,1,N,164,140,1,10.5,0.5,0.5,2.86,0,0.3,17.16,2.5
2,01/01/2021 12:39:37 AM,01/01/2021 12:51:02 AM,1,4.35,1,N,75,164,2,13.5,0.5,0.5,0,0,0.3,17.3,2.5
1,01/01/2021 12:38:51 AM,01/01/2021 12:47:43 AM,1,1.9,1,N,142,238,1,9,3,0.5,3.8,0,0.3,16.6,2.5
2,01/01/2021 01:40:19 AM,01/01/2021 01:46:06 AM,2,1.81,1,N,231,33,1,7.5,0.5,0.5,2,0,0.3,13.3,2.5
2,01/01/2021 01:18:31 AM,01/01/2021 01:37:35 AM,1,5.64,1,N,42,78,2,19.5,0.5,0.5,0,0,0.3,20.8,0
2,01/01/2021 01:47:17 AM,01/01/2021 01:55:18 AM,1,2.94,1,N,170,263,1,10,0.5,0.5,2.76,0,0.3,16.56,2.5
1,01/01/2021 01:36:33 AM,01/01/2021 01:44:11 AM,1,1.4,1,N,152,41,1,7.5,0.5,0.5,0,0,0.3,8.8,0
2,01/01/2021 12:27:48 AM,01/01/2021 01:07:41 AM,1,12.01,1,N,48,61,1,38,0.5,0.5,8.36,0,0.3,50.16,2.5
2,01/01/2021 12:47:51 AM,01/01/2021 12:50:42 AM,1,0.5,1,N,239,238,1,4,0.5,0.5,1.56,0,0.3,9.36,2.5
2,01/01/2021 01:27:43 AM,01/01/2021 01:34:09 AM,1,1.01,1,N,162,186,1,6.5,0.5,0.5,2.06,0,0.3,12.36,2.5
2,01/01/2021 01:32:10 AM,01/01/2021 01:46:02 AM,3,5.74,1,N,43,4,2,18.5,0.5,0.5,0,0,0.3,22.3,2.5
1,01/01/2021 01:51:42 AM,01/01/2021 02:23:45 AM,4,9.5,1,N,164,133,3,30.5,3,0.5,0,0,0.3,34.3,2.5
2,01/01/2021 12:59:10 AM,01/01/2021 01:02:50 AM,1,0.96,1,N,151,239,2,5.5,0.5,0.5,0,0,0.3,9.3,2.5
2,01/01/2021 12:26:13 AM,01/01/2021 12:31:04 AM,2,0.93,1,N,238,24,2,5.5,0.5,0.5,0,0,0.3,6.8,0
2,01/01/2021 01:21:13 AM,01/01/2021 01:37:20 AM,3,3.9,1,N,75,167,2,15,0.5,0.5,0,0,0.3,16.3,0
1,01/01/2021 12:56:04 AM,01/01/2021 01:27:41 AM,1,12.1,1,N,100,18,2,37,3,0.5,0,0,0.3,40.8,2.5
1,01/01/2021 01:25:35 AM,01/01/2021 01:36:05 AM,2,2.3,1,N,141,164,1,10,3,0.5,2,0,0.3,15.8,2.5
2,01/01/2021 01:58:24 AM,01/01/2021 02:05:39 AM,1,1.94,1,N,236,142,1,8.5,0.5,0.5,1,0,0.3,13.3,2.5
2,01/01/2021 01:12:46 AM,01/01/2021 01:32:00 AM,1,3.98,1,N,249,142,1,15.5,0.5,0.5,3.86,0,0.3,23.16,2.5
2,01/01/2021 01:24:44 AM,01/01/2021 01:53:57 AM,3,5.93,1,N,164,260,2,23.5,0.5,0.5,0,0,0.3,27.3,2.5
1,01/01/2021 01:50:40 AM,01/01/2021 02:15:36 AM,1,8.2,1,Y,170,189,1,27,3,0.5,6.15,0,0.3,36.95,2.5
2,01/01/2021 12:10:38 AM,01/01/2021 12:21:14 AM,3,1.65,1,N,230,237,1,9,0.5,0.5,2.56,0,0.3,15.36,2.5
2,01/01/2021 12:47:09 AM,01/01/2021 12:50:14 AM,1,0.59,1,N,238,239,1,4.5,0.5,0.5,2.49,0,0.3,10.79,2.5
2,01/01/2021 12:32:26 AM,01/01/2021 12:38:05 AM,1,1.89,1,N,75,151,1,7.5,0.5,0.5,2.2,0,0.3,11,0
2,01/01/2021 01:12:14 AM,01/01/2021 01:19:30 AM,2,1.95,1,N,140,75,2,8,0.5,0.5,0,0,0.3,11.8,2.5
2,01/01/2021 01:15:34 AM,01/01/2021 01:15:40 AM,2,0,5,N,41,74,1,20,0,0,4.06,0,0.3,24.36,0
2,01/01/2021 01:30:20 AM,01/01/2021 01:38:04 AM,1,2.76,1,N,137,236,1,9.5,0.5,0.5,2.66,0,0.3,15.96,2.5
2,01/01/2021 12:51:21 AM,01/01/2021 12:53:27 AM,1,0.69,1,N,239,238,1,4,0.5,0.5,1,0,0.3,8.8,2.5
2,01/01/2021 01:45:20 AM,01/01/2021 02:00:10 AM,1,4.62,1,N,50,74,4,-15.5,-0.5,-0.5,0,0,-0.3,-19.3,-2.5
1,01/01/2021 01:26:12 AM,01/01/2021 01:30:11 AM,1,1.2,1,N,264,264,2,5.5,0.5,0.5,0,0,0.3,6.8,0
1,01/01/2021 12:31:42 AM,01/01/2021 12:38:22 AM,2,2.2,1,N,151,143,1,8.5,3,0.5,2.45,0,0.3,14.75,2.5
2,01/01/2021 01:14:13 AM,01/01/2021 01:24:35 AM,1,3.05,1,N,107,140,2,-11,-0.5,-0.5,0,0,-0.3,-14.8,-2.5
1,01/01/2021 01:07:27 AM,01/01/2021 01:08:23 AM,2,0,1,N,211,211,3,2.5,3,0.5,0,0,0.3,6.3,2.5
2,01/01/2021 12:29:56 AM,01/01/2021 12:48:52 AM,1,4.5,1,N,142,42,1,16.5,0.5,0.5,5.08,0,0.3,25.38,2.5
2,01/01/2021 12:54:26 AM,01/01/2021 12:57:42 AM,1,0.66,1,N,141,229,2,4.5,0.5,0.5,0,0,0.3,8.3,2.5
2,01/01/2021 01:07:36 AM,01/01/2021 01:22:11 AM,1,4.42,1,N,125,145,1,15,0.5,0.5,2.49,6.12,0.3,27.41,2.5
2,01/01/2021 12:42:11 AM,01/01/2021 12:44:24 AM,5,0.81,1,N,50,142,2,4.5,0.5,0.5,0,0,0.3,8.3,2.5
2,01/01/2021 12:41:27 AM,01/01/2021 12:44:24 AM,1,1.09,1,N,141,236,1,5,0.5,0.5,1.76,0,0.3,10.56,2.5
2,01/01/2021 01:05:11 AM,01/01/2021 01:12:20 AM,1,2.1,1,N,229,234,1,8.5,0.5,0.5,1,0,0.3,13.3,2.5
2,01/01/2021 01:21:33 AM,01/01/2021 01:26:50 AM,2,0.86,1,N,74,168,2,6,0.5,0.5,0,0,0.3,7.3,0
2,01/01/2021 01:38:18 AM,01/01/2021 01:47:40 AM,1,1.65,1,N,79,87,1,8.5,0.5,0.5,3.08,0,0.3,15.38,2.5
1,01/01/2021 02:20:51 AM,01/01/2021 02:30:49 AM,1,2.1,1,N,209,249,1,9.5,3,0.5,2.65,0,0.3,15.95,2.5
1,01/01/2021 02:22:43 AM,01/01/2021 02:28:26 AM,2,1.5,1,N,229,140,1,7,3,0.5,2.15,0,0.3,12.95,2.5
2,01/01/2021 12:20:21 AM,01/01/2021 12:30:27 AM,1,2.88,1,N,234,237,1,10.5,0.5,0.5,3.58,0,0.3,17.88,2.5
2,01/01/2021 01:32:12 AM,01/01/2021 01:42:31 AM,1,3.02,1,N,144,186,2,11,0.5,0.5,0,0,0.3,14.8,2.5
2,01/01/2021 01:09:28 AM,01/01/2021 01:23:30 AM,1,2.9,1,N,230,148,1,12.5,0.5,0.5,3.26,0,0.3,19.56,2.5
2,01/01/2021 12:58:55 AM,01/01/2021 01:09:33 AM,1,2.7,1,N,141,151,1,11,0.5,0.5,4.44,0,0.3,19.24,2.5
2,01/01/2021 12:30:06 AM,01/01/2021 12:41:00 AM,1,3.26,1,N,125,48,2,11.5,0.5,0.5,0,0,0.3,15.3,2.5
1,01/01/2021 12:57:23 AM,01/01/2021 01:04:35 AM,1,1.2,1,N,230,142,1,7,3,0.5,0,0,0.3,10.8,2.5
2,01/01/2021 12:14:18 AM,01/01/2021 12:30:41 AM,1,2.46,1,N,230,170,1,12,0.5,0.5,1,0,0.3,16.8,2.5
2,01/01/2021 12:47:00 AM,01/01/2021 12:51:23 AM,1,0.85,1,N,236,236,1,5,0.5,0.5,1.32,0,0.3,10.12,2.5
2,01/01/2021 01:08:21 AM,01/01/2021 01:19:53 AM,1,1.49,1,N,229,48,1,9.5,0.5,0.5,0,0,0.3,13.3,2.5
2,01/01/2021 12:27:06 AM,01/01/2021 12:35:15 AM,1,3.09,1,N,237,224,2,11,0.5,0.5,0,0,0.3,14.8,2.5
1,01/01/2021 12:09:01 AM,01/01/2021 12:23:31 AM,0,3.8,1,N,209,189,1,14.5,3,0.5,5.45,0,0.3,23.75,2.5
2,01/01/2021 02:18:12 AM,01/01/2021 02:23:46 AM,5,2.18,1,N,48,90,1,8,0.5,0.5,2.95,0,0.3,14.75,2.5
2,01/01/2021 01:28:19 AM,01/01/2021 01:34:02 AM,1,1.81,1,N,68,48,2,7.5,0.5,0.5,0,0,0.3,11.3,2.5
2,01/01/2021 12:39:08 AM,01/01/2021 12:41:15 AM,2,0.52,1,N,141,236,1,4,0.5,0.5,1.5,0,0.3,9.3,2.5
1,01/01/2021 12:41:40 AM,01/01/2021 12:56:23 AM,1,3.6,1,N,100,238,1,13.5,3,0.5,3.46,0,0.3,20.76,2.5
1,01/01/2021 12:38:00 AM,01/01/2021 12:53:05 AM,1,8.9,1,Y,132,39,2,25.5,0.5,0.5,0,0,0.3,26.8,0
2,01/01/2021 12:11:14 AM,01/01/2021 12:15:43 AM,4,0.55,1,N,231,87,1,5,0.5,0.5,1.32,0,0.3,10.12,2.5
1,01/01/2021 01:32:48 AM,01/01/2021 01:51:00 AM,1,4.3,1,N,43,116,1,17,3,0.5,6.2,0,0.3,27,2.5
2,01/01/2021 12:48:38 AM,01/01/2021 12:53:55 AM,1,1.85,1,N,239,48,1,7,0.5,0.5,2.7,0,0.3,13.5,2.5
2,01/01/2021 12:45:18 AM,01/01/2021 01:15:13 AM,1,6.71,1,N,230,82,2,24.5,0.5,0.5,0,0,0.3,28.3,2.5
2,01/01/2021 12:40:48 AM,01/01/2021 12:44:39 AM,2,0.77,1,N,90,90,1,4.5,0.5,0.5,2,0,0.3,10.3,2.5
2,01/01/2021 01:09:12 AM,01/01/2021 01:18:28 AM,6,3.3,1,N,186,87,1,11,0.5,0.5,2.96,0,0.3,17.76,2.5
2,01/01/2021 12:28:10 AM,01/01/2021 12:44:41 AM,1,5.16,1,N,107,238,1,17,0.5,0.5,5.2,0,0.3,26,2.5
1,01/01/2021 01:48:11 AM,01/01/2021 01:54:28 AM,3,2.4,1,N,236,170,1,8.5,3,0.5,1,0,0.3,13.3,2.5
2,01/01/2021 12:09:21 AM,01/01/2021 12:16:10 AM,1,1.69,1,N,237,236,2,7.5,0.5,0.5,0,0,0.3,11.3,2.5
1,01/01/2021 12:28:36 AM,01/01/2021 12:36:59 AM,1,3.6,1,N,132,216,2,12,0.5,0.5,0,0,0.3,13.3,0
1,01/01/2021 01:40:22 AM,01/01/2021 01:50:17 AM,2,2.9,1,N,238,74,2,11,3,0.5,0,0,0.3,14.8,2.5
2,01/01/2021 12:12:32 AM,01/01/2021 12:16:10 AM,1,1.18,1,N,151,239,1,5.5,0.5,0.5,1,0,0.3,10.3,2.5
2,01/01/2021 12:59:47 AM,01/01/2021 01:10:14 AM,1,3.62,1,N,170,238,2,12,0.5,0.5,0,0,0.3,15.8,2.5
2,01/01/2021 12:09:23 AM,01/01/2021 12:18:11 AM,3,2.18,1,N,161,140,1,9,0.5,0.5,2.56,0,0.3,15.36,2.5
1,01/01/2021 12:09:14 AM,01/01/2021 12:35:03 AM,2,2,1,N,230,48,2,16,3,0.5,0,0,0.3,19.8,2.5
2,01/01/2021 01:31:55 AM,01/01/2021 01:41:57 AM,1,2.62,1,N,79,164,2,10.5,0.5,0.5,0,0,0.3,14.3,2.5
2,01/01/2021 01:48:32 AM,01/01/2021 02:00:48 AM,1,3.77,1,N,262,159,2,14,0.5,0.5,0,0,0.3,17.8,2.5
2,01/01/2021 01:08:53 AM,01/01/2021 01:22:03 AM,2,3.74,1,N,239,249,2,13,0.5,0.5,0,0,0.3,16.8,2.5
1,01/01/2021 12:26:30 AM,01/01/2021 12:36:09 AM,0,3.3,1,N,237,24,1,11,3,0.5,4.4,0,0.3,19.2,2.5
2,01/01/2021 12:25:10 AM,01/01/2021 12:31:01 AM,2,1.44,1,N,43,75,1,7,0.5,0.5,2.16,0,0.3,12.96,2.5
2,01/01/2021 12:39:51 AM,01/01/2021 12:43:13 AM,1,0.28,1,N,236,236,3,-4,-0.5,-0.5,0,0,-0.3,-7.8,-2.5
2,01/01/2021 12:58:30 AM,01/01/2021 01:12:08 AM,1,2.6,1,N,238,42,1,11.5,0.5,0.5,3.2,0,0.3,16,0
1,01/01/2021 01:32:27 AM,01/01/2021 01:48:34 AM,2,3.6,1,N,170,231,1,14.5,3,0.5,4.55,0,0.3,22.85,2.5
1,01/01/2021 01:31:20 AM,01/01/2021 01:39:34 AM,1,2.7,1,N,68,239,1,10,3,0.5,2.75,0,0.3,16.55,2.5
2,01/01/2021 12:39:14 AM,01/01/2021 12:53:57 AM,2,3.96,1,N,100,261,1,13.5,0.5,0.5,0.01,0,0.3,17.31,2.5
2,01/01/2021 01:09:49 AM,01/01/2021 01:36:28 AM,4,7.82,1,N,161,225,1,26,0.5,0.5,7.45,0,0.3,37.25,2.5
2,01/01/2021 12:40:58 AM,01/01/2021 12:55:09 AM,3,3.13,1,N,43,107,1,12.5,0.5,0.5,3.26,0,0.3,19.56,2.5
2,01/01/2021 01:19:24 AM,01/01/2021 01:22:27 AM,1,0.55,1,N,74,74,2,4,0.5,0.5,0,0,0.3,5.3,0
2,01/01/2021 01:44:57 AM,01/01/2021 01:56:08 AM,1,1.97,1,N,211,232,2,9.5,0.5,0.5,0,0,0.3,13.3,2.5
1,01/01/2021 12:31:07 AM,01/01/2021 12:46:22 AM,1,2.5,1,N,168,167,2,12,0.5,0.5,0,0,0.3,13.3,0
2,01/01/2021 01:28:39 AM,01/01/2021 01:32:05 AM,1,0.34,5,N,238,151,1,105,0,0,21.06,0,0.3,126.36,0
2,01/01/2021 01:19:58 AM,01/01/2021 01:37:13 AM,6,6.2,1,N,234,24,1,19,0.5,0.5,6.84,0,0.3,29.64,2.5
2,01/01/2021 01:31:29 AM,01/01/2021 01:42:13 AM,1,3.16,1,N,100,230,1,10.5,0.5,0.5,2.86,0,0.3,17.16,2.5
2,01/01/2021 01:04:32 AM,01/01/2021 01:17:41 AM,2,3.55,1,N,230,146,2,13.5,0.5,0.5,0,0,0.3,17.3,2.5
1,01/01/2021 01:30:07 AM,01/01/2021 01:59:27 AM,4,17.8,2,Y,132,161,2,52,2.5,0.5,0,6.12,0.3,61.42,2.5
2,01/01/2021 02:37:52 AM,01/01/2021 02:48:02 AM,1,2.94,1,N,249,48,2,11,0.5,0.5,0,0,0.3,14.8,2.5
2,01/01/2021 01:36:59 AM,01/01/2021 01:54:16 AM,2,4.64,1,N,79,189,1,17,0.5,0.5,3,0,0.3,23.8,2.5
2,01/01/2021 01:39:55 AM,01/01/2021 01:53:52 AM,1,3.64,1,N,79,80,2,14,0.5,0.5,0,0,0.3,17.8,2.5
2,01/01/2021 01:19:56 AM,01/01/2021 01:30:00 AM,2,3.92,1,N,79,263,1,12.5,0.5,0.5,4.08,0,0.3,20.38,2.5
2,01/01/2021 01:22:06 AM,01/01/2021 01:31:16 AM,1,2.37,1,N,48,238,1,9.5,0.5,0.5,3.32,0,0.3,16.62,2.5
2,01/01/2021 01:23:22 AM,01/01/2021 01:37:34 AM,1,8,1,N,48,243,2,23.5,0.5,0.5,0,0,0.3,27.3,2.5
1,01/01/2021 12:40:50 AM,01/01/2021 12:50:18 AM,1,1.1,1,N,48,100,1,7.5,3,0.5,1,0,0.3,12.3,2.5
