CRASH DATE,CRASH TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,Unnamed_Column_10
,,,4456498,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,
,,,4514327,Sedan,E-Bike,,,,
,,,4407700,Station Wagon/Sport Utility Vehicle,,,,,
,,,4514186,Sedan,Sedan,,,,
,,,4409055,Station Wagon/Sport Utility Vehicle,Sedan,,,,
,,,4457079,Sedan,Station Wagon/Sport Utility Vehicle,,,,
,,,4407496,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,
,,,4456612,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,
,,,4407845,Bike,,,,,
,,,4514227,Sedan,,,,,
,,,4408928,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,
,,,4456971,Lunch Wagon,,,,,
,,,4407524,Sedan,,,,,
,,,4455858,Van,,,,,
,,,4407759,Sedan,Station Wagon/Sport Utility Vehicle,,,,
,,,4408076,Bike,,,,,
,,,4456477,Sedan,,,,,
,,,4408032,Sedan,,,,,
,,,4455907,Sedan,Sedan,,,,
Unspecified,Unspecified,,4456031,Sedan,Sedan,Sedan,Sedan,,
,,,4455960,Sedan,Sedan,,,,
,,,4456503,E-Scooter,,,,,
,,,4456861,Sedan,,,,,
,,,4408251,Station Wagon/Sport Utility Vehicle,Sedan,,,,
,,,4456017,Station Wagon/Sport Utility Vehicle,,,,,
,,,4513624,Station Wagon/Sport Utility Vehicle,,,,,
,,,4408150,Sedan,Bike,,,,
,,,4408241,Station Wagon/Sport Utility Vehicle,Sedan,,,,
12/14/2021,17:58,BROOKLYN,11217,40.68158,-73.97463,"(40.68158°, -73.97463°)",,,480 DEAN STREET
,,,4456468,Sedan,,,,,
,,,4514420,Sedan,,,,,
,,,4407344,Sedan,Pick-up Truck,,,,
,,,4403283,Sedan,Bike,,,,
,,,4408442,Sedan,Station Wagon/Sport Utility Vehicle,,,,
,,,4513827,Sedan,Sedan,,,,
,,,4522256,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,
,,,4408192,Sedan,Sedan,,,,
,,,4455823,Station Wagon/Sport Utility Vehicle,Sedan,,,,
,,,4522136,Station Wagon/Sport Utility Vehicle,,,,,
,,,4456047,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,
,,,4408774,Sedan,,,,,
,,,4408528,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,
Unspecified,,,4407548,Taxi,Sedan,Sedan,,,
,,,4408752,E-Scooter,,,,,
Unspecified,,,4408448,Sedan,Station Wagon/Sport Utility Vehicle,Sedan,,,
,,,4456543,Taxi,Station Wagon/Sport Utility Vehicle,,,,
,,,4514196,Sedan,Bike,,,,
,,,4407359,Sedan,,,,,
Unspecified,,,4484861,Tractor Truck Diesel,Sedan,Pick-up Truck,,,
,,,4457131,Station Wagon/Sport Utility Vehicle,Pick-up Truck,,,,
,,,4456644,Station Wagon/Sport Utility Vehicle,Sedan,,,,
,,,4457294,Station Wagon/Sport Utility Vehicle,Sedan,,,,
,,,4407293,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,
,,,4408847,Station Wagon/Sport Utility Vehicle,Sedan,,,,
,,,4408418,Sedan,Tractor Truck Diesel,,,,
,,,4407816,Pick-up Truck,Pick-up Truck,,,,
Unspecified,,,4514242,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,,,
,,,4407650,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,
,,,4407495,Station Wagon/Sport Utility Vehicle,Sedan,,,,
04/22/2022,12:00,BROOKLYN,11230,40.62417,-73.97048,"(40.62417°, -73.97048°)",AVENUE J,OCEAN PARKWAY,
,,,4456394,Box Truck,Station Wagon/Sport Utility Vehicle,,,,
Unspecified,,,4407823,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
,,,4513857,Station Wagon/Sport Utility Vehicle,,,,,
,,,4408345,Station Wagon/Sport Utility Vehicle,Sedan,,,,
,,,4408022,Moped,,,,,
Unspecified,,,4407726,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
,,,4407367,Sedan,,,,,
,,,4408736,Sedan,E-Scooter,,,,
Unspecified,Unspecified,,4407751,Station Wagon/Sport Utility Vehicle,Sedan,Station Wagon/Sport Utility Vehicle,Sedan,,
,,,4407894,Sedan,Sedan,,,,
,,,4409049,Station Wagon/Sport Utility Vehicle,,,,,
Unspecified,Unspecified,,4408188,Station Wagon/Sport Utility Vehicle,Sedan,Sedan,Sedan,,
,,,4457077,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,
,,,4456592,Sedan,,,,,
,,,4456721,Sedan,,,,,
,,,4407568,Sedan,Sedan,,,,
12/04/2021,12:00,BROOKLYN,11213,40.665375,-73.934235,"(40.665375°, -73.934235°)",CROWN STREET,SCHENECTADY AVENUE,
,,,4408049,Station Wagon/Sport Utility Vehicle,Sedan,,,,
,,,4408031,Bike,Sedan,,,,
Unspecified,,,4408475,Sedan,Sedan,Sedan,,,
,,,4456593,Sedan,,,,,
,,,4407961,PKUP,Hopper,,,,
Unspecified,Unspecified,,4408393,Sedan,Sedan,Sedan,Sedan,,
Unspecified,,,4514117,Station Wagon/Sport Utility Vehicle,Taxi,Sedan,,,
Unspecified,,,4456762,Taxi,Taxi,Sedan,,,
12/14/2021,14:58,MANHATTAN,10017,40.75144,-73.97397,"(40.75144°, -73.97397°)",3 AVENUE,EAST 43 STREET,
,,,4407720,,,,,,
,,,4407654,Sedan,Sedan,,,,
,,,4408007,Sedan,,,,,
,,,4513958,Station Wagon/Sport Utility Vehicle,Sedan,,,,
,,,4514079,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,
,,,4513735,E-Bike,BOX VAN,,,,
Unspecified,,,4407744,Sedan,Sedan,Sedan,,,
,,,4408884,Station Wagon/Sport Utility Vehicle,Sedan,,,,
,,,4456654,Sedan,Sedan,,,,
,,,4407410,scooter,,,,,
,,,4408260,Station Wagon/Sport Utility Vehicle,Sedan,,,,
,,,4456688,Sedan,,,,,
,,,4456335,Sedan,,,,,
,,,4514070,Sedan,,,,,
,,,4407980,Sedan,,,,,
,,,4456601,Station Wagon/Sport Utility Vehicle,Sedan,,,,
,,,4456542,Sedan,E-Bike,,,,
,,,4457070,Sedan,,,,,
,,,4407620,Sedan,,,,,
,,,4456641,Sedan,,,,,
,,,4408589,Sedan,Sedan,,,,
,,,4407762,Sedan,Sedan,,,,
,,,4522167,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,
,,,4456078,Station Wagon/Sport Utility Vehicle,Sedan,,,,
Unspecified,,,4456202,Sedan,Station Wagon/Sport Utility Vehicle,,,,
,,,4408511,Station Wagon/Sport Utility Vehicle,,,,,
04/24/2022,4:20,BROOKLYN,11221,40.692356,-73.94282,"(40.692356°, -73.94282°)",THROOP AVENUE,DE KALB AVENUE,
,,,4513768,Station Wagon/Sport Utility Vehicle,,,,,
,,,4408522,Station Wagon/Sport Utility Vehicle,Sedan,,,,
,,,4514283,Station Wagon/Sport Utility Vehicle,,,,,
,,,4456600,Sedan,Sedan,,,,
,,,4408495,Station Wagon/Sport Utility Vehicle,,,,,
,,,4457118,Sedan,Sedan,,,,
,,,4407908,Station Wagon/Sport Utility Vehicle,Sedan,,,,
,,,4408159,Station Wagon/Sport Utility Vehicle,Sedan,,,,
,,,4504657,Station Wagon/Sport Utility Vehicle,,,,,
Unspecified,,,4408642,Sedan,Taxi,Sedan,,,
,,,4407885,Station Wagon/Sport Utility Vehicle,Sedan,,,,
,,,4407598,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,
,,,4521758,Sedan,Sedan,,,,
,,,4408154,Sedan,,,,,
,,,4407500,Sedan,,,,,
04/24/2022,0:30,,,40.638382,-74.03668,"(40.638382°, -74.03668°)",BELT PARKWAY,,
Unspecified,,,4485246,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Sedan,,,
Unspecified,,,4504048,Sedan,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
,,,4407514,Bus,,,,,
,,,4456187,Bike,Sedan,,,,
,,,4514075,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,
,,,4408462,Sedan,Tractor Truck Diesel,,,,
,,,4513961,Station Wagon/Sport Utility Vehicle,,,,,
,,,4513849,Sedan,,,,,
,,,4408977,Sedan,Sedan,,,,
,,,4456599,Tow Truck / Wrecker,Sedan,,,,
,,,4408764,Sedan,,,,,
,,,4408358,Sedan,Station Wagon/Sport Utility Vehicle,,,,
,,,4408815,Sedan,Sedan,,,,
,,,4514251,Sedan,Station Wagon/Sport Utility Vehicle,,,,
,,,4455983,Sedan,Station Wagon/Sport Utility Vehicle,,,,
,,,4513787,Station Wagon/Sport Utility Vehicle,Sedan,,,,
,,,4513540,Sedan,Sedan,,,,
,,,4408425,Station Wagon/Sport Utility Vehicle,,,,,
,,,4408380,Station Wagon/Sport Utility Vehicle,,,,,
,,,4408696,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,
,,,4407421,Station Wagon/Sport Utility Vehicle,,,,,
,,,4407832,Sedan,Chassis Cab,,,,
Unspecified,,,4503888,Sedan,Station Wagon/Sport Utility Vehicle,Sedan,,,
,,,4456014,Sedan,,,,,
,,,4484930,Sedan,Sedan,,,,
,,,4407866,Station Wagon/Sport Utility Vehicle,Sedan,,,,
,,,4513683,Sedan,Bike,,,,
04/24/2022,21:00,QUEENS,11106,40.758705,-73.93793,"(40.758705°, -73.93793°)",21 STREET,37 AVENUE,
,,,4514213,Tractor Truck Diesel,,,,,
,,,4513580,Station Wagon/Sport Utility Vehicle,,,,,
,,,4513483,Sedan,,,,,
,,,4408508,Station Wagon/Sport Utility Vehicle,Moped,,,,
,,,4455827,Sedan,Station Wagon/Sport Utility Vehicle,,,,
,,,4407817,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,
,,,4408257,Station Wagon/Sport Utility Vehicle,,,,,
,,,4485668,Ambulance,Sedan,,,,
Unspecified,,,4456621,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,,,
,,,4456404,Station Wagon/Sport Utility Vehicle,Sedan,,,,
,,,4408414,Sedan,Sedan,,,,
,,,4456770,Sedan,,,,,
,,,4408929,Sedan,Sedan,,,,
,,,4457012,Station Wagon/Sport Utility Vehicle,,,,,
04/20/2022,19:37,,,40.78291,-73.98578,"(40.78291°, -73.98578°)",HENRY HUDSON PARKWAY,,
,,,4407560,Sedan,Station Wagon/Sport Utility Vehicle,,,,
,,,4485026,Sedan,,,,,
,,,4456950,Station Wagon/Sport Utility Vehicle,Bus,,,,
,,,4408214,Sedan,,,,,
,,,4408510,Sedan,Sedan,,,,
Unspecified,,,4407497,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
,,,4408201,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,
,,,4408127,Sedan,Station Wagon/Sport Utility Vehicle,,,,
,,,4408927,Motorcycle,,,,,
,,,4456446,Pick-up Truck,,,,,
,,,4456316,Sedan,Sedan,,,,
,,,4522196,Sedan,Station Wagon/Sport Utility Vehicle,,,,
,,,4408082,Sedan,,,,,
Unspecified,,,4407583,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Sedan,,,
,,,4407904,Sedan,Sedan,,,,
Unspecified,,,4456201,Station Wagon/Sport Utility Vehicle,Sedan,Sedan,,,
,,,4407672,Tractor Truck Diesel,Tractor Truck Diesel,,,,
,,,4455951,Sedan,Sedan,,,,
12/14/2021,20:03,BROOKLYN,11226,40.65068,-73.95881,"(40.65068°, -73.95881°)",,,878 FLATBUSH AVENUE
Unspecified,,,4408045,Taxi,Sedan,Sedan,,,
,,,4456728,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,
,,,4407972,Sedan,Station Wagon/Sport Utility Vehicle,,,,
03/26/2022,11:45,,,,,,QUEENSBORO BRIDGE UPPER,,
,,,4456395,,,,,,
,,,4407441,Station Wagon/Sport Utility Vehicle,E-Scooter,,,,
,,,4456199,Station Wagon/Sport Utility Vehicle,Sedan,,,,
,,,4456163,Sedan,,,,,
,,,4456406,Station Wagon/Sport Utility Vehicle,,,,,
,,,4513802,Station Wagon/Sport Utility Vehicle,,,,,
,,,4456541,Pick-up Truck,Sedan,,,,
,,,4456821,Sedan,Station Wagon/Sport Utility Vehicle,,,,
,,,4407798,Station Wagon/Sport Utility Vehicle,Sedan,,,,
,,,4455973,E-Bike,Station Wagon/Sport Utility Vehicle,,,,
,,,4407660,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,
Unspecified,,,4485637,Sedan,Station Wagon/Sport Utility Vehicle,,,,
,,,4456759,Station Wagon/Sport Utility Vehicle,,,,,
,,,4408762,Taxi,E-Scooter,,,,
,,,4456584,Sedan,Station Wagon/Sport Utility Vehicle,,,,
,,,4408500,Sedan,,,,,
12/14/2021,16:50,QUEENS,11413,40.675884,-73.75577,"(40.675884°, -73.75577°)",SPRINGFIELD BOULEVARD,EAST GATE PLAZA,
,,,4514289,Sedan,Sedan,,,,
,,,4407619,Pick-up Truck,Station Wagon/Sport Utility Vehicle,,,,
,,,4407364,Sedan,,,,,
Unspecified,,,4407428,Station Wagon/Sport Utility Vehicle,Taxi,Sedan,,,
,,,4408405,Flat Rack,Sedan,,,,
,,,4456547,Station Wagon/Sport Utility Vehicle,Sedan,,,,
,,,4407989,Sedan,Sedan,,,,
,,,4407697,Sedan,,,,,
,,,4456771,Box Truck,Station Wagon/Sport Utility Vehicle,,,,
,,,4407796,Sedan,Sedan,,,,
,,,4514189,Station Wagon/Sport Utility Vehicle,Sedan,,,,
,,,4408131,Sedan,Sedan,,,,
,,,4407828,Sedan,Sedan,,,,
,,,4408667,Sedan,,,,,
,,,4514157,Sedan,Taxi,,,,
,,,4456803,Sedan,Sedan,,,,
,,,4407926,Station Wagon/Sport Utility Vehicle,,,,,
Unspecified,Unspecified,,4408435,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,
,,,4407529,Sedan,Taxi,,,,
Unspecified,,,4408116,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,,,
,,,4513630,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,
,,,4514179,Sedan,Station Wagon/Sport Utility Vehicle,,,,
,,,4407243,Sedan,,,,,
,,,4407444,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,
,,,4408765,Station Wagon/Sport Utility Vehicle,,,,,
,,,4407830,Sedan,,,,,
,,,4407504,Station Wagon/Sport Utility Vehicle,Sedan,,,,
Unspecified,Unspecified,,4407321,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Sedan,Station Wagon/Sport Utility Vehicle,,
,,,4407872,Sedan,Station Wagon/Sport Utility Vehicle,,,,
,,,4408143,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,
,,,4407890,Pick-up Truck,,,,,
Unspecified,Unspecified,,4408042,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,
,,,4456636,Station Wagon/Sport Utility Vehicle,Tractor Truck Diesel,,,,
,,,4456667,Sedan,,,,,
Unspecified,,,4407760,Sedan,Station Wagon/Sport Utility Vehicle,Sedan,,,
,,,4455968,Sedan,Sedan,,,,
,,,4456302,Station Wagon/Sport Utility Vehicle,,,,,
,,,4408401,Sedan,Sedan,,,,
,,,4407787,Bus,Bus,,,,
,,,4457196,,,,,,
,,,4407896,Sedan,,,,,
,,,4408794,Sedan,Station Wagon/Sport Utility Vehicle,,,,
,,,4407501,Sedan,,,,,
,,,4407393,Sedan,Tractor Truck Gasoline,,,,
,,,4407641,Sedan,Station Wagon/Sport Utility Vehicle,,,,
,,,4513499,Station Wagon/Sport Utility Vehicle,Pick-up Truck,,,,
12/09/2021,23:15,BROOKLYN,11218,40.640835,-73.98967,"(40.640835°, -73.98967°)",12 AVENUE,41 STREET,
,,,4407854,Beverage Truck,Bus,,,,
,,,4456616,Sedan,Sedan,,,,
,,,4408483,Pick-up Truck,Pick-up Truck,,,,
,,,4513495,Sedan,Station Wagon/Sport Utility Vehicle,,,,
,,,4136992,�MBU,Taxi,,,,
,,,4456256,Station Wagon/Sport Utility Vehicle,Sedan,,,,
Unspecified,Unspecified,,4407300,Sedan,Sedan,Sedan,Van,,
Unspecified,,,4455859,Sedan,Sedan,,,,
,,,4513923,Sedan,Sedan,,,,
,,,4456620,Station Wagon/Sport Utility Vehicle,Pick-up Truck,,,,
,,,4408431,Sedan,Sedan,,,,
,,,4513663,Station Wagon/Sport Utility Vehicle,,,,,
,,,4457184,Sedan,Bike,,,,
Unspecified,,,4456979,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Sedan,,,
,,,4408458,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,
,,,4407461,Box Truck,Sedan,,,,
,,,4408899,Sedan,,,,,
,,,4514261,Sedan,Sedan,,,,
,,,4408183,Sedan,Station Wagon/Sport Utility Vehicle,,,,
,,,4407261,Tractor Truck Diesel,Sedan,,,,
,,,4513752,Sedan,,,,,
,,,4408474,Sedan,Sedan,,,,
